Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
"A pergunta é: pra que serve essa droga de tal ""VACINA"" pra mim só serve para financiar ditadores COMUNISTAS, e partidos esquerdistas... Xanddy, do Harmonia do Samba testa positivo para Covid-19, mesmo o cara tomando as 3 doses da 💉 do veneno.","2.3,4.1,5.1","Conspiracy,Alarmism,Imperfect Protection",,
*Prefiro ser Demitido:* https://www.contrafatos.com.br/tecnico-de-futebol-do-estado-de-washington-se-recusa-a-tomar-vacina-e-se-demite/,0,Not misinformation,,
⛑️💉🥼  Ex funcionária do CDC  revela que os vacinados podem  ser conectados a um computador de inteligência artificial controlado pela Darpa e alerta para ninguém tomar essas vacinas.,"2.3,4.1,3.2","Conspiracy,Alarmism,Alternatives to Vaccination",,
Valor Econômico: Testes de vacina da Vaxart contra covid-19 têm resultado positivo. https://valor.globo.com/empresas/noticia/2020/04/21/testes-de-vacina-da-vaxart-contra-covid-19-tem-resultado-positivo.ghtml,0,Not misinformation,,
Covid: Curitiba amplia vacinação para pessoas com deficiência de 50 anos ou mais na terça (25) - https://lucianapombo.com.br/noticia/215/covid-curitiba-amplia-vacinacao-para-pessoas-com-deficiencia-de-50-anos-ou-mais-na-terca-25.html,0,Not misinformation,,
Essas vacinas tem que vacinar adulto que é mais vulnerável,6.4,High-Risk Groups,,
É #FAKE que primeira-ministra da Austrália fingiu tomar vacina https://ucsfm.com.br/e-fake-que-primeira-ministra-da-australia-fingiu-tomar-vacina/,0,Not misinformation,,
Alguém  aqui  do grupo tem o link do telegram  do anti vacina de Mato Grosso,0,Not misinformation,,
"Até pq eu ainda não pesquisei sobre a vacina da dengue q estão comentando, então eu não tenho como argumentar sobre algo q não faço ideia",0,Not misinformation,,
"*VAGAS PARA VACINAÇÃO DE CRIANÇAS DE 5 A 11 ANOS DESTA SEXTA PODEM SER PREENCHIDAS*
https://campos24horas.com.br/noticia/vagas-para-vacinacao-de-criancas-de-5-a-11-anos-desta-sexta-podem-ser-preenchidas",0,Not misinformation,,
"É golpe, fake news. Não ta liberado no Brasil ainda vacinação particular.",0,Not misinformation,,
Bozo só tem mortes nas costas por falta de uma dose de vacina a tempo de salvar vidas humanas esse cabra safado genocida criminoso fila da puta vagabundo,0,Not misinformation,,
Doria diz que vacina chinesa Coronavac será aplicada mesmo sem aval da Anvisa https://terrabrasilnoticias.com/2020/11/doria-diz-que-vacina-chinesa-coronavac-sera-aplicada-mesmo-sem-aval-da-anvisa/,0,Not misinformation,,
Bahia recebe primeiro lote da vacina da Pfizer | https://horadainfor.blogspot.com/2021/05/bahia-recebe-primeiro-lote-da-vacina-da.html,0,Not misinformation,,
Sim for vacina testadas e aprovadas com certeza. Mas vc confia a vc e família essas da covid AstraZeneca etc?,"1.4,4.1","Fallibility of Science,Alarmism",,
👆🏻Achavam que só a velha imprensa brasileira que passa vergonha? Quero ver vacina pra pandemia de hipocrisia da imprensa mundial. Tem que fazer escárnio dessa gente doente. Não tem outro jeito… 😂😂😂,0,Not misinformation,,
Acho que já estamos bem vacinado em saber que isso não funciona para ambos os lados,5.4,Low Disease Risk,,
Titia Silvia cadê a  máscara  titia  Silvia só  pode brincar o Carnaval  se tiver  vacinada titia Silvia,0,Not misinformation,,
"*AGENDAMENTO DE VACINAÇÃO PARA CRIANÇAS DE 5 A 11 ANOS DE QUINTA ABERTO*
https://campos24horas.com.br/noticia/agendamento-de-vacinacao-para-criancas-de-5-a-11-anos-de-quinta-aberto",0,Not misinformation,,
Minha funcionária da limpeza. Era hígida e morreu subitamente de pancreatite necrohemorragica. A única história relevante foi ter tomado a vacina para COVID 15 dias antes. Hoje contei essa história para o Presidente Bolsonaro,"1.1,4.3","Anecdotal Evidence,Correlation vs Causation",,
*Estudo quer entender reações alérgicas após vacina da Pfizer e Moderna contra covid*  https://www.aliadosbrasiloficial.com.br/noticia/estudo-quer-entender-reacoes-alergicas-apos-vacina-da-pfizer-e-moderna-contra-covid,0,Not misinformation,,
*Governo prevê 258 milhões de vacinas nos próximos meses*  http://plenone.ws/3hcJMkk,0,Not misinformation,,
Vai saber vacinas feitas com dna nunca testadas em humanos,"2.1,4.2","Fabricated Studies,Pseudoscientific Claims",,
Brasil recebe 1 milhão de doses da vacina Janssen  https://tvservidor.com.br/brasil-recebe-1-milhao-de-doses-da-vacina-janssen/,0,Not misinformation,,
"Terminou oficialmente o uso obrigatório de máscara e distanciamento social para VACINADOS nos Estados Unidos, contudo o ""teatrinho"" continua...😏",0,Not misinformation,,
"“Meia boca”: Coronavac tem apenas 78% de eficácia  Assim como todo produto ""xing ling"", a vaChina do Doria não é tão eficaz quanto as vacinas concorrentes... Fiasco!   https://portalnovonorte.com.br/?p=35203&amp=1",5.1,Imperfect Protection,,
"Boa noite com muita alegria e Paz AMIGOS.   Sugiro que leiam até o final, pois penso ser útil essa informação.  Repassem p seu familiares.   Eu NÃO tomarei quaisquer vacina de HOJE em diante.",4.5,Autonomy Rights,,
*ARVAC*: O que você precisa saber sobre a vacina da Argentina contra Covid-19: https://bit.ly/3o8Fli6,0,Not misinformation,,
GOVERNADOR BANDIDO DA BAHIA NAO VACINA SEUS FILHOS POIS SABE O RISCO E QUER OBRIGAR O FILHO DOS OUTROS A SE VACINAR    REBELE-SE CONTRA os GENOCIDAS... NAO OBEDEÇA   https://www.instagram.com/reel/CZUyuBGl1rh/?utm_medium=share_sheet,"2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
Paraná faz acordo para produção de vacina Russa contra a Covid-19 https://terrabrasilnoticias.com/2020/08/parana-faz-acordo-para-producao-de-vacina-russa-contra-a-covid-19/,0,Not misinformation,,
"Bia Kicis mulher canalha, sem caráter. Enganando as crianças que a vacina iria mata-las.",4.1,Alarmism,,
"ESSA QUE É LEGAL TOMOU VACINA, E VIROU JACARÉ.👆🏻👆🏻👆🏻🤣🤣","6.1,4.1","Direct Transmission,Alarmism",,
"*AGENDAMENTO ONLINE E PRESENCIAL PARA VACINAÇÃO CONTRA COVID-19 NESTA TERÇA*
https://campos24horas.com.br/noticia/agendamento-online-e-presencial-para-vacinacao-contra-covid-19-nesta-terca",0,Not misinformation,,
Lugares onde será feita a vacinação,0,Not misinformation,,
Tô vacinado,0,Not misinformation,,
*DIA D DE VACINAÇÃO ANTIRRÁBICA PARA CÃES E GATOS EM 55 PONTOS NESTE SÁBADO* https://campos24horas.com.br/noticia/dia-d-de-vacinacao-antirrabica-para-caes-e-gatos-em-55-pontos-neste-sabado,0,Not misinformation,,
Comandante da Polícia Militar do DF é exonerado por furar fila da vacina https://www.correiobraziliense.com.br/cidades-df/2021/04/4915770-comandante-da-policia-militar-do-df-e-exonerado-por-furar-fila-da-vacina.html,0,Not misinformation,,
Existem várias vacinas para combater vários problemas. Não se pode generalizar.,0,Not misinformation,,
A Vacina do Governo do Brasil  *Fiocruz deve receber mais duas remessas de insumo para vacinas em maio*   https://portalnovonorte.com.br/fiocruz-deve-receber-mais-duas-remessas-de-insumo-para-vacinas-em-maio/,0,Not misinformation,,
"A Argentina é um grande exemplo, seguiram as regras no início, depois ficaram como se nada de vírus existisse... EUA e Europa idem... Não existe ‘segunda onda’, pois o vírus é o mesmo... Não há cura e nem vacina ...","1.4,4.2,5.4","Fallibility of Science,Pseudoscientific Claims,Low Disease Risk",,
O imbecil quer fazer o gado atacar quem recomenda vacinação infantil. É demais a idiotice.  https://www.metropoles.com/brasil/politica-brasil/bolsonaro-pedi-nomes-das-pessoas-que-aprovaram-vacinacao-de-crianca,"2.3,4.1","Conspiracy,Alarmism",,
Tanto que a retórica da esquerda foi que Bolsonaro demorou comprar vacina.,0,Not misinformation,,
"Muita coisa feia mesmo. A criança morreu , a mãe perdeu a criança e o bolsa família pois com a criança morta perde o direito. Por isso o Satanás quer vacinar as crianças na marra","2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
"Naquela que só tem maconheiro e orgia, lá tem tanto que os principais estudos sobre vacinas saem de lá","2.3,4.1","Conspiracy,Alarmism",,
#ERRATA  https://piaui.folha.uol.com.br/lupa/2020/03/13/verificamos-cuba-vacina-novo-coronavirus/,0,Not misinformation,,
"Ô ""comandante"" o que você acha do Lula ter, em 6 meses, ter melhorado tanto o país a ponto de até um bando de negacionistas como vocês reconhecerem a importância das vacinas hein? E sem ter feito nenhuma campanha pra isso.",0,Not misinformation,,
*Exames no Detran-BA serão realizados mediante comprovação de vacinação contra a Covid-19* ⚠️ veja a notícia completa em: ✅ https://is.gd/hSvxMR 💬 Siga o BLOG DO GUSMÃO no Instagram! ✅ instagram.com/blog_do_gusmao,0,Not misinformation,,
Empregado que se recusa a vacinar contra covid-19 pode ser demitido por justa causa? https://www.jornaldoadvogado.com.br/noticia/11028/empregado-que-se-recusa-a-vacinar-contra-covid-19-pode-ser-demitido-por-justa-causa,0,Not misinformation,,
Importante você saber que ninguém pode te obrigar a ser  Vacinado. 🚨  Artigo 15 da Lei nº 10.406 de 10 de Janeiro de 2002.,4.5,Autonomy Rights,,
"Desgoverno deixa saúde à deriva.

https://ultimasnoticias.inf.br/noticia/sem-orientacao-federal-algumas-capitais-ja-aplicam-5a-dose-da-vacina-contra-a-covid/",0,Not misinformation,,
"_Vacina da OMS desencadeia casos de poliomielite no continente africano, conforme reconhece a própria organização._  https://criticanacional.com.br/2020/09/06/vacina-oral-da-oms-causa-surto-de-poliomielite-na-africa/","4.1,6.2","Alarmism,Specific Side Effects",,
Poliomielite voltou pq baixou a cobertura vacinal,0,Not misinformation,,
Gol começa a demitir funcionários não vacinados ☛ https://terrabrasilnoticias.com/2021/11/gol-comeca-a-demitir-funcionarios-nao-vacinados/,0,Not misinformation,,
Meu lindo. O mundo todo queria vacina vc acha que o mercado tinha vacina pra todo mundo no mesmo momento ? Uma vacina totalmente nova que até hoje ainda está em fase de teste.,"1.2,2.3,4.1","Outdated Research,Conspiracy,Alarmism",,
"Finalmente, uma vacina para curar o Brasil: LULAVAC..",0,Not misinformation,,
"Dr. Stanley Plotkin, uma das maiores autoridades mundiais em vacinas, trabalha numa das maiores gigantes farmacêuticas do mundo, a Sanofi Pasteur.",4.4,Financial Misconduct,,
*RIO DE JANEIRO FARÁ BUSCA ATIVA PARA VACINAR CRIANÇAS CONTRA COVID-19* https://www.campos24horas.com.br/noticia/rio-de-janeiro-fara-busca-ativa-para-vacinar-criancas-contra-covid-19,0,Not misinformation,,
Bozolóide sendo vacinado ! FDP 🤦🏽‍♂😜🤣🤣,0,Not misinformation,,
https://youtu.be/SizljDgYJHI    *As mentiras do Bozismo sendo rebatidas com conhecimento* .   👉 *Falsa narrativa bozista do repasse de bilhões aos Estados e vacinas!!!* 👈🏿,"2.3,4.1","Conspiracy,Alarmism",,
@556484065037 @559183441333 @5511987166541 @5514991680733 @5519991427535 @556984628048 para os tarados por vacina💉🤡🤣🤣😂😅,0,Not misinformation,,
A arma biológica não é o vírus da COVID. É a falsa vacina.,"2.3,4.1","Conspiracy,Alarmism",,
fiquei com uma dúvida agora comprar vacina é bom?,0,Not misinformation,,
A realidade é que Bolsonaro é um fracassado incapaz de organizar um simples cronograma de vacinação.,0,Not misinformation,,
@358401977747 Você se vacinou?,0,Not misinformation,,
O povo morrendo e esse fdt   negando a vacina,4.1,Alarmism,,
https://paulinia24horasnoticia.com/2021/02/06/jacare-e-encontrado-morto-na-avenida-ferdinando-viacava/        Primeira vítima da vacina chinesa! 🤣🤣🤣,"4.1,6.2","Alarmism,Specific Side Effects",,
O jornalista burra dos infiernod. o governo federal distribui a vacina agora cabe aos merdas dia governadora aplicarem a vacina,0,Not misinformation,,
*Justiça rejeita ação contra Rui e exigência de comprovante de vacina* https://politicaaovivo.com/justica-rejeita-acao-contra-rui-e-exigencia-de-comprovante-de-vacina/,0,Not misinformation,,
Porque essas vacinas já tem quem diga que é para matar e tem quem diga que é para mudar no DNA da pessoa e e fazer com que a pessoa se torne acessível a uma central🤔,"2.3,4.1,4.2","Conspiracy,Alarmism,Pseudoscientific Claims",,
Bom não é vacina mas sim croroquina,3.1,Alternative Products/Therapies,,
"Falei que apoia Bolsonaro, não a vacina",0,Not misinformation,,
Bolsonaro diz que vacina contra covid-19 causa AIDS: Entenda por que informação do presidente é mentirosa  *Confira aqui:* https://www.ultimasnoticiasdobrasil.com/2021/10/bolsonaro-diz-que-vacina-contra-covid.html *Compartilhe para todos*,0,Not misinformation,,
Deputada faz denúncia gravíssima; governadores estão escondendo as vacinas. Isso a * GLOBOLIXO * não divulga 👇👇,"2.3,2.4","Conspiracy,Censorship",,
UM PETRALHA DA #GLOBOLIXO FOI ENGANADO QUANTO A EFICÁCIA DA VACINA CHINESA,1.3,Poor Research Quality,,
NÃO DEIXE ESSE VÍDEO NO ESQUECIMENTO! NÃO TEMOS JUSTIÇA! Quase todos os dias!! Ocorrem mortes.   Provocadas pela vacina!!!        A MÍDIA  PODRE ABAFA!!!             SÃO  PAGAS.  Pra publicar apenas ao  que interessa as ESQUERDAS!!!,"2.3,2.4,4.1,6.2","Conspiracy,Censorship,Alarmism,Specific Side Effects",,
⭕ MUNDO   *EUA começam a vacinar crianças de 5 a 11 anos contra covid-19*   Leia mais 📲 https://oprimeiroportal.com.br/mundo/03/11/2021/eua-comecam-a-vacinar-criancas-de-5-a-11-anos-contra-covid-19/,0,Not misinformation,,
*E A SIÊNCIA???  Todos os Brasileiros infectados com Ômicron estavam plenamente  vacinados*      https://atrombetanews.com.br/2021/12/01/e-a-siencia-todos-os-brasileiros-infectados-com-omicron-estavam-plenamente-vacinados/,"2.2,5.1","Selective Reporting,Imperfect Protection",,
"Vejam o número d patente da vacina p covid-19, 060606 a marca d besta.😡😡😡😡😡😡",7.1,Viral Myths,,
"Por falta da vacina CoronaVac, a aplicação da 2ª dose está suspensa em Campos https://www.tribunanf.com.br/por-falta-da-vacina-coronavac-a-aplicacao-da-2a-dose-esta-suspensa-em-campos/",0,Not misinformation,,
BLOG DO JOÃO VITOR SANTOS   MUNICÍPIO DE COLINAS AVANÇA NA VACINAÇÃO CONTRA O CORONAVÍRUS   Veja tudo em:  https://blogdojoaovitorsantos.com.br/2021/07/13/municipio-de-colinas-avanca-na-vacinacao-contra-o-coronavirus/,0,Not misinformation,,
Médico que seria primeiro imunizado morre horas antes de receber vacina  *Confira aqui:* https://www.ultimasnoticiasdobrasil.com/2021/01/medico-que-seria-primeiro-imunizado.html *Compartilhe para todos*,7.1,Viral Myths,,
Com ou sem vacina,0,Not misinformation,,
Brasil avança em pesquisas de vacina contra o coronavírus https://revista.painelpolitico.com/brasil-avanca-em-pesquisas-de-vacina-contra-o-coronavirus/,0,Not misinformation,,
Mais uma vítima das vacinas milagrosas fajutas. Ela ficou cheia de coágulos na perna houve gangrena é perdeu á perna . Esse foi o custo dá imunização 😡😡😡😡💉💀💉💀💉💀💉💀💉💀💉😡😡😡😡,"4.1,6.2","Alarmism,Specific Side Effects",,
Já foram 10 anos de estudos e pesquisas das vacinas de soro????,1.3,Poor Research Quality,,
Vacina chinesa da Sinovac para Covid-19 não é eficiente em idosos    https://gazetabrasil.com.br/ciencia-e-tecnologia/vacina-chinesa-da-sinovac-para-covid-19-nao-e-eficiente-em-idosos/,5.1,Imperfect Protection,,
"Local construído pra alojar os não, vacinados oq te lembra?",4.1,Alarmism,,
"Eu queria que ele mandasse duas fotos, uma de cada braço sem a marquinha da BCG só para comprovar que ele não toma vacina",4.1,Alarmism,,
"É ...a gente tá vendo o depois, como ficou. E gente vacinada pegando Covid e muitos morrendo, com 2 doses, daqui a pouco 3, 5, 6... Foram as tais das variantes, todas com nomes chiques,  Delta, tem  Alpha? Se não, logo vai ter...","5.1,5.4","Imperfect Protection,Low Disease Risk",,
Taquiupariu. Tem que ir para um asilo.  https://aventurasnahistoria.uol.com.br/noticias/historia-hoje/atriz-fala-sobre-vacinas-da-coronavirus-nao-sou-cobaia.phtml,"1.1,4.5","Anecdotal Evidence,Autonomy Rights",,
"Sim, sim porém no momento temos todos os infectologistas, epidemiologistas e ciências focados na vacina...",1.3,Poor Research Quality,,
"Combate à Covid: Governo Bolsonaro distribui 1,1 milhão de doses da vacina da Pfizer hoje https://terrabrasilnoticias.com/2021/05/combate-a-covid-governo-bolsonaro-distribui-11-milhao-de-doses-da-vacina-da-pfizer-hoje/",0,Not misinformation,,
"✅ Defesa da vida, foco em saúde e combate à Covid. ✅ Milhões da vacinas encaminhadas. ✅ Auxílio Emergencial e + ações sociais. ✅ Programas de manutenção do emprego e da renda. ✅ Milhões de empresas e milhões de empregos preservados",0,Not misinformation,,
"Kkkkkkkkkkkkkkkkkkkkkk ""vacina causa autismo"" Hur dur'",7.1,Viral Myths,,
Agora vai vomeçar a nos estuprar pra tomar vacinas do cão,4.1,Alarmism,,
"Mesmo com vacina (que nao chegará a todos no tempo ideal) vai continuar morrendo, assim como gripe mata ate hoje","5.1,5.4","Imperfect Protection,Low Disease Risk",,
"""O primeiro ministro japonês assassinado não seguiu as ordens do Foro Econômico Mundial. Não obrigou as vacinas, devolveu 1.6 milhão de doses e deu ivermectina aos cidadãos.

Faz sentido agora?""","2.3,3.1,3.2","Conspiracy,Alternative Products/Therapies,Alternatives to Vaccination",,
"COMO CONFIAR NUMA VACINA PRODUZIDA POR UM PAIS COMUNISTA, ESPECIALISTA EM FRAUDAR TUDO, SÓ SENDO COMUNISTA TAMBÉM...","2.3,4.1","Conspiracy,Alarmism",,
Mas ele falou vacina,0,Not misinformation,,
Vídeo mostra ‘megaestrutura’ montada pelo exército para agilizar vacinação; ASSISTA https://terrabrasilnoticias.com/2021/04/video-mostra-megaestrutura-montada-pelo-exercito-para-agilizar-vacinacao-assista/,0,Not misinformation,,
Deu entender q vacinados morrem menos  foi isso q escreveu  🙄🙄🙄🙄🤭🤭🤭🤭😂😂🤣🤣😃,0,Not misinformation,,
"verdade  o  que  você  disse  Jair , e  É  O  CERTO  ser  anti  vacina  pois está  provado  que  a  "" vacina ""  contra  "" covid  ""  é  armadilha  contra  o  povo  pobre ,  DÁ  INFARTO  AVC  E  TROMBOSE .","2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
São experimentais SIM! Tanto que há grupos em que a vacinação não é recomendado por conta dos efeitos colaterais!,"4.1,6.2","Alarmism,Specific Side Effects",,
Ele para de circular quando TODOS estiverem vacinados! Qual a sua dificuldade em entender isso???????????,0,Not misinformation,,
"*LULA DEVE TOMAR VACINA BIVALENTE CONTRA COVID NESTA SEGUNDA PARA DIVULGAR CAMPANHA*
https://campos24horas.com.br/institucional/blog-da-redacao",0,Not misinformation,,
Enquanto me haver escape pra mim não tomar essa vacina assim farei kkk,4.5,Autonomy Rights,,
"*Nova Era Dourada*
https://youtu.be/rhIzPWbNIBI

*STF DECRETA O FIM DA LEI 13.979/2020 Que elimina toda e qual OBRIGATORIEDADE sobre vacina/máscara/LOCKDOWN!*


💫🔰💫🔰💫🔰💫🔰💫","2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
Vacina vai ser a mesma coisa. Nós temos que desenvolver a própria pra não ficar refém de outros países,2.3,Conspiracy,,
"Se vcs fossem terraplanistas , não tomaria uma vacina experimental, porque nós simplesmente usamos a cabeça...🤨","4.1,4.2","Alarmism,Pseudoscientific Claims",,
Cidade que vacinou em massa com Coronavac vê casos de Covid quase triplicarem em menos de um mês ☛ https://terrabrasilnoticias.com/2022/01/cidade-que-vacinou-em-massa-com-coronavac-ve-casos-de-covid-quase-triplicarem-em-menos-de-um-mes/,4.3,Correlation vs Causation,,
SÓ OS DESINFORMADOS OS PETISTAS OS IDIOTAS ÚTEIS OS ESQUERDISTAS COMUNISTAS E OS JORNALISTAS COMUNISTAS SÃO AFAVOR DA VACINA AINDA EM FASE DE TESTES,"1.3,4.1,4.2","Poor Research Quality,Alarmism,Pseudoscientific Claims",,
"Já começaram a vacinar as crianças!!! Que emoção, coisa mais linda 😍👏🏻👇🏻👇🏻👇🏻👇🏻",0,Not misinformation,,
"Após 1ª morte por varíola dos macacos, Brasil encomenda de 50 mil doses de vacina https://www.portaldacapital.com/2022/08/01/apos-1a-morte-por-variola-dos-macacos-brasil-encomenda-de-50-mil-doses-de-vacina/",0,Not misinformation,,
Só diz qual vacina você tomou e mudamos de assunto rsrs,0,Not misinformation,,
*CRIANÇA VACINADA MORRE DE COVID-19 EM PORTUGAL* Morte foi confirmada nesta segunda-feira por hospital de Lisboa.  *Confira:* https://novaiguacu24h.com.br/crianca-vacinada-morre-de-covid-19-em-portugal/,4.3,Correlation vs Causation,,
Despopulação por vacinação forçada: a solução de carbono zero! - 2011,"2.3,4.1,6.3","Conspiracy,Alarmism,Unsafe Administration",,
"Porque será que estão fazendo isso. SERÁ que esse líquido é água? SERÁ que é placebo???  QUEM for vacinar, p o r favor  prestem atenção ok","2.3,4.1","Conspiracy,Alarmism",,
"Como está as questões de cartões de vacina do ex presente, e fato ou e fake?",0,Not misinformation,,
Mas o próprio pazuelo falou vários números de doses e vacinas que não se confirmaram depois,1.3,Poor Research Quality,,
https://luizsalatino.com.br/testes-de-vacinas-contra-o-covid-19-dao-resultado-positivo/ #VacinaCovid19 #OMScomunista #VirusChines #CoronaVirusBrasil #Covid19 #CoronaVirus #BolsonaroTemRazao,"2.3,4.1,4.2","Conspiracy,Alarmism,Pseudoscientific Claims",,
Caiado quer o confisco de todas as vacinas e acusa Dória de usá-las como “barganha eleitoral” - https://www.jornaldacidadeonline.com.br/noticias/25336/caiado-quer-o-confisco-de-todas-as-vacinas-e-acusa-doria-de-usa-las-com-barganha-eleitoral,"2.3,4.4","Conspiracy,Financial Misconduct",,
*SAÚDE VAI ABOLIR INTERVALO PARA VACINAÇÃO CONTRA COVID-19 E GRIPE* https://campos24horas.com.br/noticia/saude-vai-abolir-intervalo-para-vacinacao-contra-covid-19-e-gripe,0,Not misinformation,,
Eu  minha andanças internet vi uma matéria que esse vírus está rodando a muito tempo em animais inclusive existe até vacina contra esse vírus em animais!!!,"1.1,4.2","Anecdotal Evidence,Pseudoscientific Claims",,
*Anvisa não libera vacinas aprovadas fora do país; médico cita burocracia*  https://www.cnnbrasil.com.br/saude/2020/12/30/anvisa-nao-libera-vacinas-aprovadas-fora-do-pais-medico-cita-burocracia,0,Not misinformation,,
*Dinamarca decide abandonar uso da vacina de Oxford* https://plenone.ws/3uNBHYW,2.2,Selective Reporting,,
Os pais só se empregavam se a carteira de vacinação das crianças estivesse em dia com todas as vacinas.,0,Not misinformation,,
Ministério da Saúde inclui grávidas no grupo prioritário de vacinação  https://tvservidor.com.br/ministerio-da-saude-inclui-gravidas-no-grupo-prioritario-de-vacinacao/,0,Not misinformation,,
"Pessoal,  Um absurdo o João Doria anunciando uma vacina da China... Ao vivo na Record News ! 🤦🏽‍♂️",4.1,Alarmism,,
"*Covid-19: Argentina autoriza aplicação de vacinas vencidas*
*O Comunismo e Socialismo não estão nem aí para a saúde do povo.*
*#COMPARTILHE*

*https://www.folhadapolitica.com/2022/07/covid-19-argentina-autoriza-aplicacao.html*","2.3,4.1","Conspiracy,Alarmism",,
Estou vacinada contra gente de caráter duvidoso!,0,Not misinformation,,
"Não somos obrigados a aceitar esta imposição sobre a vacina, eu tomei as duas doses, mas sempre questionando, não pretendo tomar reforço pois nunca vi tomar vacinas em espaço de tempo tão curto.","4.5,1.3","Autonomy Rights,Poor Research Quality",,
"Antes de você defender uma vacina (experimental, sim!),   escute Robert Wallace Malone, o criador da tecnologia mRNA da mesma.","1.2,2.3,4.1","Outdated Research,Conspiracy,Alarmism",,
Tem anti vacina por lá TB sempre eles,0,Not misinformation,,
"Teoria da Conspiração? Apenas repassando.  Se é verdade ou mentira, fica no íntimo de cada um... https://tierrapura.org/br/2021/03/22/trinta-por-cento-dos-vacinados-morrerao-dentro-de-tres-meses-diz-o-dr-sherri-tempenny/","2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
"Deputados Estaduais de Goiás batem de frente com STF e proíbem vacina obrigatória no povo Goiano, parabéns Deputados ! Canal Giro de Notícias - Alberto Silva","2.3,4.1","Conspiracy,Alarmism",,
"O mineiro é povo sábio e honrado, que do PT já tá vacinado. 🚂🔺 #OrgulhoMineiro",0,Not misinformation,,
Tu já foi fazer teu cadastro para receber a vacina da China🇨🇳💉🐀🐁,4.1,Alarmism,,
"Eficácia de vacina da Pfizer diminuiu em 6 meses, para apenas 39%, segundo ministério da saúde de Israel - https://revista.painelpolitico.com/eficacia-de-vacina-da-pfizer-diminuiu-em-6-meses-para-apenas-39-segundo-ministerio-da-saude-de-israel/",5.1,Imperfect Protection,,
👏👏👏aqui a certeza que as vacinas e quem obriga a vacinação sou criminosos extragistas,"2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
