Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
https://noticias.r7.com/prisma/r7-planalto/bolsonaro-conversa-com-putin-da-russia-sobre-vacina-sputnik-v-06042021?amp @556993123012 Bolsonaro virou comunista?!,0,Not misinformation,,
"*‘Furar fila’ da vacinação pode ser considerado crime e acarretar em prisão, avalia especialista* Confira:⬇️ https://jnbahia.com/furar-fila-da-vacinacao-pode-ser-considerado-crime-e-acarretar-em-prisao-avalia-especialista/",0,Not misinformation,,
"Pois é, e porque tá morrendo gente vacinado também né? E porque Bolsonaro não pega o vírus sem usar máscara e sem nunca ter recuado do povo não é? São tantas coisas que fica no ar mas somente  algumas que caem não é?","5.1,2.3","Imperfect Protection,Conspiracy",,
"Vai na força da vacina amigo, você é o cara!! Vai  na fila e volta várias vezes, tem de todo o tipo.",0,Not misinformation,,
https://www.instagram.com/tv/CWzDbmaBbM7/?utm_medium=copy_link *Fake news de grupos anti vacina*,0,Not misinformation,,
Morreram porque o burro lutou contra a vacinação,0,Not misinformation,,
O que não tem é VACINA!,0,Not misinformation,,
Para quem sonha em viajar e as vacinas:,0,Not misinformation,,
"*Brasil poderia vacinar 4 vezes mais rápido que o ritmo atual, diz fundador da Anvisa - G7MÍDIA*https://g7midia.com.br/2021/05/15/brasil-poderia-vacinar-4-vezes-mais-rapido-que-o-ritmo-atual-diz-fundador-da-anvisa/",0,Not misinformation,,
"TO ACHANDO QUE FORAM ELES QUE DERAM UM FORCINHA LÁ COM OS INDICADOS AO STF, PARA A VACHINA CHINESA, DIANTE DA ULTIMA E ABSURDA DECISĀO A RESPEITO. DITADURA EM NÓS.☝️☝️☝️☝️☝️☝️☝️☝️☝️",2.3,Conspiracy,,
vacinas  feitas de fetos humanos.. a industria do aborto,"2.3,4.2,7.2","Conspiracy,Pseudoscientific Claims,Religious/Ethical Beliefs",,
Essa questão de vacinas não sai antes de um ano pra vacinação global... E tem várias pesquisas em andamento!!!,0,Not misinformation,,
E agora Dória?? O que dizer sobre isto?!? Gastamos TANTO com vacinas para isso??? Algo precisa ser feito e   investigado.,"1.3,4.4","Poor Research Quality,Financial Misconduct",,
Vachina.pode crer,0,Not misinformation,,
"Só tem direito a vacina de Dória quem colocar o chip. O sinal da besta, melhor dizendo.","2.3,4.2,7.1","Conspiracy,Pseudoscientific Claims,Viral Myths",,
Bolsonaro no combate: Governo fecha acordo para compra da vacina da Moderna https://terrabrasilnoticias.com/2021/03/bolsonaro-no-combate-governo-fecha-acordo-para-compra-da-vacina-da-moderna/,0,Not misinformation,,
https://www.facebook.com/100022988704098/posts/905982750178007/?sfnsn=wiwspwa Bispo Macedo falou mal da vacina mas se vacinou nos Estados Unidos.  Hipocrisia é pouco.,0,Not misinformation,,
*Pazuello espera vacinar 170 milhões de brasileiros até o fim deste ano - Publico A* https://publicoa.com.br/pazuello-espera-vacinar-170-milhoes-de-brasileiros-ate-o-fim-deste-ano/,0,Not misinformation,,
"*Bolsonaro em discurso no G20, pede esforço por vacinas e medicamentos*  https://www.aliadosbrasiloficial.com.br/noticia/bolsonaro-em-discurso-no-g20-pede-esforco-por-vacinas-e-medicamentos",0,Not misinformation,,
Verdade.eu também não tomei vacina não,0,Not misinformation,,
Na cidade que eu moro todo mundo se vacinou e não tem niguem  doente por causa da vacina graças a Deus estamos  todos bem  não acredite isso e barela,0,Not misinformation,,
Bolsonaro tinha razão e tem agora de novo sobre a vacina.,0,Not misinformation,,
"Segunda onda da Covid-19, desgoverno e vacinação lenta levam economistas a prever recessão https://antropofagista.com.br/2021/04/03/segunda-onda-da-covid-19-desgoverno-e-vacinacao-lenta-levam-economistas-a-prever-recessao/",0,Not misinformation,,
"🗞️ *Todos os brasileiros poderão se vacinar em 2021, diz Bolsonaro*  https://pleno.news/brasil/politica-nacional/em-pronunciamento-bolsonaro-diz-que-todos-os-brasileiros-poderao-se-vacinar-em-2021.html",0,Not misinformation,,
"*Ao Congresso, Pazuello nega atraso em cronograma de vacinação – Publico A* https://publicoa.com.br/ao-congresso-pazuello-nega-atraso-em-cronograma-de-vacinacao/",0,Not misinformation,,
Laboratórios veterinários poderão produzir vacinas contra coronavírus  https://www12.senado.leg.br/noticias/materias/2021/03/29/laboratorios-veterinarios-poderao-produzir-vacinas-contra-coronavirus?utm_medium=share-button&utm_source=whatsapp,0,Not misinformation,,
Um passageiro aqui me falou q  foi descoberto o cartão de vacina do capitão e que ele tomou a vacina,0,Not misinformation,,
"A OMS ALERTA QUE ESSE É O PRIMEIRO ""SINTOMA"" DA NOVA MODA: *A VARÍOLA DO MACACO TOBA*!

E VEM AÍ A TAL ""VACINA"" (VINDA DA CHINA) E QUE TERÁ O NOME DE:

*PIROCOLINA BIZURADA TABAJARA*!","2.3,4.1,7.1","Conspiracy,Alarmism,Viral Myths",,
*Rondônia: primeiro Estado da federação brasileira contra a vacinação obrigatória e contra o passaporte vacinal.*,4.5,Autonomy Rights,,
"Folha de S. Paulo admite “erro” na notícia das “vacinas vencidas”  A grande mídia esquerdista diz que “erra”, quando na verdade produz Fake News   https://www.contrafatos.com.br/folha-de-s-paulo-admite-erro-na-noticia-das-vacinas-vencidas/","2.3,2.4","Conspiracy,Censorship",,
Zumbi das vacinas 🤦🏻‍♂️,4.1,Alarmism,,
Bill Gates diz que os governos devem PUNIR as pessoas por questionar os mandatos de máscaras e vacinas online https://www.naturalnews.com/2021-11-12-bill-gates-governments-punish-people-questioning-vaccine-mandates.html,"2.3,2.4","Conspiracy,Censorship",,
Às vacinas não tem credibilidade,1.4,Fallibility of Science,,
2587 pessoas curadas 3865 médicos curados ... Davincci agradece. A indústria farmacêuticas quer seu cu cheio de vacinas e cocaína da maçonaria satanica alertou Davincci,"2.3,3.1,4.1,4.4","Conspiracy,Alternative Products/Therapies,Alarmism,Financial Misconduct",,
*HFM VAI APLICAR VACINA CONTRA FEBRE AMARELA PARA ALÉRGICOS A OVO* https://campos24horas.com.br/noticia/hfm-vai-aplicar-vacina-contra-febre-amarela-para-alergicos-a-ovo,0,Not misinformation,,
☝️ A vachina comunísta de depopulação mundial,"2.3,4.1","Conspiracy,Alarmism",,
Surto de covid em cruzeiro com vacinados,5.1,Imperfect Protection,,
🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😣😣😣😣😣😣😣😣😣  https://oglobo.globo.com/sociedade/coronavirus/mourao-contraria-bolsonaro-diz-que-governo-comprara-vacina-contra-covid-19-desenvolvida-na-china-logico-que-vai-24720829,0,Not misinformation,,
INFORMAÇÕES SOBRE A VACINA QUE FOI DESENVOLVIDA PARA O CORONAVIRUS INCLUSIVE A BULA 👇👇,0,Not misinformation,,
MAIA: ‘MP DA VACINA SERÁ VOTADA SEM TERMO DE CONSENTIMENTO’ | http://www.bombeirosdf.com.br/2020/12/maia-mp-da-vacina-sera-votada-sem-termo.html?m=1,4.5,Autonomy Rights,,
Anvisa aprova uso emergencial das vacinas Coronavac e Oxford.   https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/01/17/anvisa-aprova-pedido-de-vacina-do-butantan-e-da-fiocruz.htm,0,Not misinformation,,
"Na novela O Bem Amado, o  personagem Odorico Paraguaçu *faz de tudo para boicotar a vacina do opositor*  Confira as semelhanças com a  realidade atual  e conheça o primeiro a dizer  ""E DAÍ?""   https://www.plantaobrasil.net/news.asp?nID=111950",0,Not misinformation,,
*Pode ingerir bebida alcoólica após tomar vacina contra a Covid-19? Especialistas explicam; confira* https://serido360.com.br/pode-ingerir-bebida-alcoolica-apos-tomar-vacina-contra-a-covid-19-especialistas-explicam-confira/,0,Not misinformation,,
"VACINAS, NOVA ORDEM BILL!  Bill GATES,  Maior bilionario do mundo, está a frente da Vacina! A Obrigatoriedade esconde as reais intenções,  O CONTROLE DA HUMANIDADE!  BILL GATES por BILL GATES!  VEJA VÍDEO! SENTE-SE! 👇🏻👇🏻👇🏻👇🏻👇🏻🙏🏻","2.3,4.4","Conspiracy,Financial Misconduct",,
"Vc acaba de postar uma frase em que mostram internações altas em um país em que mais de 90% da população já tomou pelo menos uma dose da ""vacina"", vc acha que todas essas pessoas internacionais são pessoas não vacinadas?","2.2,5.1","Selective Reporting,Imperfect Protection",,
USP desenvolve vacina por spray nasal contra a Covid-19 - https://www.progresso.com.br/brasil/usp-desenvolve-vacina-por-spray-nasal-contra-a-covid-19/373316/,0,Not misinformation,,
"🇨🇳🇨🇳🇨🇳ENFERMEIRA DO DIABO.....FOI PEGA NO PULO.....TEM QUE DIVULGAR ATÉ SER PRESA......QUANTAS PESSOAS ELA FEZ ISSO, SIMULOU TER VACINADO, ATÉ SER PEGA....CADEIAAAAAAAAAAAAAA🇨🇳🇨🇳🇨🇳🇨🇳",0,Not misinformation,,
G20 são os países mais ricos? E o Brasil está em 9°? A culpa com certeza é do Bolsonaro!  https://www.cnnbrasil.com.br/saude/2021/04/16/painel-da-vacina-no-g20-brasil-fica-em-9-lugar-na-aplicacao-de-doses,0,Not misinformation,,
"E toma-lhe vacina feita nas coxas em 2 meses pq o importante é bradar o ""viva a ciência"".","1.4,6.3","Fallibility of Science,Unsafe Administration",,
Nega a vacina etc,4.5,Autonomy Rights,,
"Veja quando você será vacinado, de acordo com idade e estado https://terrabrasilnoticias.com/2021/05/veja-quando-voce-sera-vacinado-de-acordo-com-idade-e-estado/",0,Not misinformation,,
"Dra. Nise esqueceu que ,a #Coronavac é uma #Vacina própria para Doenças crônicas, (Vírus inativo) pq não têm RNA. Nossa , quanta desculpa para não vacinar...",0,Not misinformation,,
"Bom, sigo invicto, meu corpo não carrega essa ""vacina""
Lá se vai três anos e sigo intocável por essa aberração científica","1.1,4.1,4.2,5.4","Anecdotal Evidence,Alarmism,Pseudoscientific Claims,Low Disease Risk",,
Você se vacinou Jorgito?,0,Not misinformation,,
https://youtu.be/yqioDRxLkVo LUIZ CAMARGO O motivo que não vou tomar vacina! E Anvisa reprovou Sinovac 👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽,"2.3,4.5,5.4","Conspiracy,Autonomy Rights,Low Disease Risk",,
Eu tomei essa vacina e tive essas reações. Mas estou melhor.,0,Not misinformation,,
Por Alessandro Ventura da Silva https://tribunadaimprensalivre.com/federalismo-revolta-da-vacina-e-a-revolta-da-vacina-das-elites-politicas/,0,Not misinformation,,
"*Chega de retrocesso! Com Lula é assim: comida no prato, vacina no braço e criança na escola.*",0,Not misinformation,,
Vacinas contra covid vencem em Picos por falta de público; secretária faz alerta - PI News https://pinews.com.br/piaui/vacinas-contra-covid-vencem-em-picos-por-falta-de-publico-secretaria-faz-alerta/,0,Not misinformation,,
Família flagra falsa aplicação de vacina em Macapá; profissional é afastada https://selesnafes.com/2021/04/familia-flagra-falsa-aplicacao-de-vacina-em-macapa-profissional-e-afastada/,0,Not misinformation,,
aí para quando esquerdista vier dizer que bolsonaro negou a compra de vacinas,0,Not misinformation,,
Frota cria PL para permitir demissão por justa causa para quem não quiser se vacinar https://realidadedopovo.com.br/.../frota-cria-pl-para.../,0,Not misinformation,,
O vagabundo que é um negacionista de primeira e anti vacina foi contra??? 🤣🤣🤣🤣,0,Not misinformation,,
Virou moda: Bandidos invadem posto de saúde em SP e roubam vacinas https://terrabrasilnoticias.com/2021/03/virou-moda-bandidos-invadem-posto-de-saude-em-sp-e-roubam-vacinas/,0,Not misinformation,,
Na Europa e Estados Unidos também morreram muitos médicos que estavam denunciando a Fraudemia e suas Vacinas da morte,"2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
Vejo um monte de médico imbecil dizer que os não vacinados são uma ameaça,0,Not misinformation,,
Quer dizer que você levou seu filho para vaChinar e nem desconfiou que não era vacina.... Explosão de casos de infarto entre jovens chilenos! Porque será? 🤔Preferiu acreditar no jornazista da Globo? Pois é.,"2.3,4.1,4.3,6.2","Conspiracy,Alarmism,Correlation vs Causation,Specific Side Effects",,
"*Dr. Maria Emília Gadelha Serra* Isso sendo verdade, estamos numa guerra biológica, e diante de um genocídio cometido por nações, dos Governantes que apoiam as vacinas. Pesquisem, gente… 👇👇👇","2.3,4.1","Conspiracy,Alarmism",,
Queiroga alerta sobre vacinação de crianças: “Pressa é inimiga da perfeição” https://terrabrasilnoticias.com/2021/12/queiroga-alerta-sobre-vacinacao-de-criancas-pressa-e-inimiga-da-perfeicao/,5.4,Low Disease Risk,,
"Concordo. Queiroz, Micheque, propina das vacinas, Mec, rachadinha.....","2.3,4.4","Conspiracy,Financial Misconduct",,
"Bomba invermectina cura o Presidente do UFC   Vacinados tem omicrom a VACINA é a contaminação !!!!   Dana White, Presidente do UFC  Invermectina salva as estrelas e o pobres morrem sem medicação malditos !  Crime contra a Humanidade","3.1,2.3,4.1,6.1","Alternative Products/Therapies,Conspiracy,Alarmism,Direct Transmission",,
"O  que tá morrendo gente após tomar as vacinas , mas neste caso as mídias tratam como consequências de outras morbilidades , inversão de narrativas , distorcendo a verdade , lastimável","2.3,2.4,6.2","Conspiracy,Censorship,Specific Side Effects",,
E oq tem na vacina? Diga-me ó detentor de toda sabedoria do mundo,0,Not misinformation,,
"Cada vacina é uma inoculação! Eles servem apenas para adoecer e destruir o sistema imunológico dos seres humanos. Esses senhores sorridentes gostam muito de ""salvar"" o mundo. Doentes e envenenados nos controlam melhor. T.me/ estruturas em colapso","2.3,4.1,4.2","Conspiracy,Alarmism,Pseudoscientific Claims",,
Isso e mentira a Fiocruz que liberou vacina junto ao Bolsonaro vc não sabe o que fala ficando mandando no grupo feik news faça a coisa certa não invente seus esquerdista de uma figa,0,Not misinformation,,
Quem fez do Brasil um laboratorio do virus nao estava nem ai pra vacina e nem pra oxigenio,2.3,Conspiracy,,
"Ainda mais uma vacina que vem do país que originou a peste! Eu não confio! E ninguém me obrigará a ser vacinado,  pelo menos,ainda posso escolher se e com qual vacina  serei imunizado, se eu estiver de pleno acordo","2.3,4.5","Conspiracy,Autonomy Rights",,
Você apoia o bolsonaro é muito ruim ex-presidente é assassino tanta vida morreu aí por causa da vacina a culpa foi dele Ele não recebe de Deus Ele é cego do capeta,6.2,Specific Side Effects,,
Bolsonaro diz que Brasil vai exportar vacinas em breve: ‘Vamos destruir o vírus’ https://noticiasdopassaro.com.br/bolsonaro-diz-que-brasil-vai-exportar-vacinas-em-breve-vamos-destruir-o-virus/,0,Not misinformation,,
"A vacina é muito mais nociva que se imagina, veja estes dois médicos especialistas estudiosos dos efeitos.","4.1,4.2","Alarmism,Pseudoscientific Claims",,
Doutor Loiola....      Que o Senhor Guarde a vida de todas as pessoas que tomaram essas vacinas.,0,Not misinformation,,
"https://revistaforum.com.br/brasil/carro-de-som-alerta-populacao-seu-comercio-esta-fechado-por-conta-do-bolsonaro-que-negou-vacinas/ Carro de som alerta população: “Seu comércio está fechado por conta do Bolsonaro, que negou vacinas”; veja vídeo",0,Not misinformation,,
Bolsonaro precisa de vacina 💉,0,Not misinformation,,
https://revistaoeste.com/mundo/estudo-no-chile-mostra-que-vacinados-com-coronavac-tem-baixa-quantidade-de-anticorpos/  Estudo no Chile mostra que vacinados com CoronaVac têm baixa quantidade de anticorpos.,"2.2,5.1","Selective Reporting,Imperfect Protection",,
E mais um menino de 12 anos saudavel e cheio de vida ASSASSINADO PELA VACHINA-COVID-FARSA!,"4.1,6.2","Alarmism,Specific Side Effects",,
"Dá pra entender a cabeça de Lúcifer não!
Contra o aborto e a favor que outras morram sem oxiG~enio emManaus.
Outras morram por falta de vacina!!
Demônio tá passando uma pasta nos olhos de alguns, e estes estão trabalhando contra o bem, contra Deus.",0,Not misinformation,,
O presidente fez campanha contra a vacinação,0,Not misinformation,,
O no menos pior e Lula se fosse o lula não tinha atrasado a vacina,0,Not misinformation,,
"Ser contra as vacinas na saúde..

Tentar ser médico com cloroquina....

Etc....",0,Not misinformation,,
Malditos ainda querem obrigar o povo a se vacinar,4.5,Autonomy Rights,,
"Só vacinados podem fazer vôos internacionais, logo: seria a vacina criadora do OMICRON ?🤔","2.3,4.3","Conspiracy,Correlation vs Causation",,
Começa cadastro de voluntários para testes da vacina Butanvac https://webnewss.com.br/comeca-cadastro-de-voluntarios-para-testes-da-vacina-butanvac/,0,Not misinformation,,
"🇨🇭Davos, Suiça 18/01/23 - Albert Bourla, CEO da Pfizer, questionado por jornalistas sobre o processo conturbado (e fraudulento) da vacinação, enquanto se dirigia para o Fórum Económico Mundial 2023.
www.canalsergiotavares.pt",2.3,Conspiracy,,
A qual vacina este texto está se referindo?,0,Not misinformation,,
Contando 20 min a pós a vacinação,0,Not misinformation,,
Da série “Vacina é para os filhos dos outros”. 🤡 Capítulo 171.  Quando perguntaram ao Governador da Bahia (PT )sobre vacinar seus filhos 🤡 https://t.co/qmSHldOs6x,2.3,Conspiracy,,
"*CAMPOS CONCENTRA VACINAÇÃO CONTRA A COVID-19 EM 10 POSTOS A PARTIR DE SEGUNDA*
https://campos24horas.com.br/noticia/campos-concentra-vacinacao-contra-a-covid-19-em-10-postos-a-partir-de-segunda",0,Not misinformation,,
- Sobre Negar Vacina. Ss. Negou As Primeiras Que Foram Oferecidas Sem Contra Indicação. Eles Não Iriam Se Responsabilizar Pelo Efeito Depois Que Tomasse,"2.3,4.1,4.5","Conspiracy,Alarmism,Autonomy Rights",,
"A pergunta é: pra que serve essa droga de tal ""VACINA"" pra mim só serve para financiar ditadores COMUNISTAS, e partidos esquerdistas... Xanddy, do Harmonia do Samba testa positivo para Covid-19, mesmo o cara tomando as 3 doses da 💉 do veneno.","2.3,4.1,5.1","Conspiracy,Alarmism,Imperfect Protection",,
Por isso q eu tomei essa vacina de merda.,0,Not misinformation,,
🇧🇷👁💉☠ Médico fazendo cirurgia do coração e comentando que não tem dúvidas que foi por causa da vacina.   Ainda tem alguma dúvida???,"1.1,4.3,6.2","Anecdotal Evidence,Correlation vs Causation,Specific Side Effects",,
"Pacheco, em seu discurso no senado, declara apoio a regulamentação dos meios de comunicação prometido por Lula.

E diz ainda que não pode haver no Brasil a desconfiança nas urnas eletrônicas e nas vacinas.",0,Not misinformation,,
Tem que prender a mãe que leva um filho de menor de idade para tomar esse lixo de vacina . Essa bosta de vacina vai deixar sequelas nas crianças pelo resto da vida .,"4.1,6.2","Alarmism,Specific Side Effects",,
Tô vacinado com a vacina Canadense amigo,0,Not misinformation,,
"Manifestação em Londres a favor do tratamento precoce,contra obrigatoriedade da vacina !","3.1,4.5","Alternative Products/Therapies,Autonomy Rights",,
Viva a vacina,0,Not misinformation,,
"Olha a pergunta?
O falso messias fez certo?
Com todas as dúvidas da vacina por quê depois da mesma reduziu-se o número de mortes?",0,Not misinformation,,
